Best Solution:
Moderator: 1686755036370945
  Ad ID: 1773587582892080
  Ad ID: 1773595873320980
  Ad ID: 1773616372331520
  Ad ID: 1773281664990280
  Ad ID: 1773590161593350
  Ad ID: 1773590490377210
  Ad ID: 1773535725686780
  Ad ID: 1773560181617660
  Ad ID: 1773587459206140
  Ad ID: 1773552653755390
  Ad ID: 1773564574177280
Moderator: 1695831473041410
  Ad ID: 1773429058322430
  Ad ID: 1765107022556160
  Ad ID: 1772012809755640
  Ad ID: 1773422594134010
  Ad ID: 1773470180108290
  Ad ID: 1773496660998140
  Ad ID: 1773508012509180
  Ad ID: 1773514237486090
  Ad ID: 1773564256033840
  Ad ID: 1773523402112000
  Ad ID: 1773532907214840
  Ad ID: 1773535632092170
  Ad ID: 1773544603806720
  Ad ID: 1773550774983680
  Ad ID: 1773479898679290
  Ad ID: 1773560062515290
  Ad ID: 1773384547490810
  Ad ID: 1773565725554730
  Ad ID: 1773573803222060
  Ad ID: 1773571594215420
  Ad ID: 1773577596994570
  Ad ID: 1773557833990140
  Ad ID: 1773594049839200
  Ad ID: 1773587216085010
  Ad ID: 1773558778871810
  Ad ID: 1773591954592760
  Ad ID: 1773570081397760
Moderator: 1728803946082306
  Ad ID: 1773539479996440
  Ad ID: 1773566183555070
  Ad ID: 1773568563882030
  Ad ID: 1773599574558770
  Ad ID: 1772969482614810
  Ad ID: 1773012734836750
  Ad ID: 1773154674976760
  Ad ID: 1773173505741820
  Ad ID: 1773464451447800
  Ad ID: 1773478366838780
  Ad ID: 1773505732881450
  Ad ID: 1773523549018160
  Ad ID: 1773533940649980
  Ad ID: 1773569079861260
  Ad ID: 1773555149730820
  Ad ID: 1773556902223870
  Ad ID: 1773571071800350
  Ad ID: 1773560072343580
  Ad ID: 1773556935729200
  Ad ID: 1773564150914080
  Ad ID: 1773568140171280
  Ad ID: 1773573803222060
  Ad ID: 1773578216426490
  Ad ID: 1773584202605570
  Ad ID: 1773583458998270
  Ad ID: 1773597030149150
  Ad ID: 1773474241267710
  Ad ID: 1773594413684740
  Ad ID: 1773528674164730
  Ad ID: 1773587530613760
  Ad ID: 1773546750275580
  Ad ID: 1773559608663040
Moderator: 1694644355452929
  Ad ID: 1773480353173580
  Ad ID: 1773480099358750
  Ad ID: 1773539479996440
  Ad ID: 1772319620812830
  Ad ID: 1772540415481880
  Ad ID: 1772933801128970
  Ad ID: 1773018757607420
  Ad ID: 1773082771305470
  Ad ID: 1773278671826990
  Ad ID: 1773332130734080
  Ad ID: 1773352975873020
  Ad ID: 1773357902773240
  Ad ID: 1773374259512320
  Ad ID: 1773391418831920
  Ad ID: 1773403998931970
  Ad ID: 1773458194799610
  Ad ID: 1773466212988930
  Ad ID: 1773472985488390
  Ad ID: 1773479774990330
  Ad ID: 1773493493681170
  Ad ID: 1773503934509050
  Ad ID: 1773511880338480
  Ad ID: 1773449383138300
  Ad ID: 1773533387325490
  Ad ID: 1773535503862780
  Ad ID: 1773537795803130
  Ad ID: 1773537452203010
  Ad ID: 1773465364992000
  Ad ID: 1773555012244480
  Ad ID: 1773552253956140
  Ad ID: 1773556637331470
  Ad ID: 1773380822200320
  Ad ID: 1773573528604670
  Ad ID: 1773578096249860
  Ad ID: 1773587845236740
  Ad ID: 1773583782163460
  Ad ID: 1773591830534160
  Ad ID: 1773588252847100
  Ad ID: 1773494352445440
  Ad ID: 1773536116567040
  Ad ID: 1773469354796030
  Ad ID: 1773599917000770
  Ad ID: 1773557954580480
  Ad ID: 1773613829764090
  Ad ID: 1773604025629700
Moderator: 1671854872651782
  Ad ID: 1770757281417240
  Ad ID: 1767936715252730
  Ad ID: 1771333261201420
  Ad ID: 1771938373170210
  Ad ID: 1772926620711930
  Ad ID: 1772934207323180
  Ad ID: 1773232468675630
  Ad ID: 1773288812057710
  Ad ID: 1773444041610240
  Ad ID: 1773463616056320
  Ad ID: 1773480760733690
  Ad ID: 1773502765155330
  Ad ID: 1773534158015520
  Ad ID: 1773536415575040
  Ad ID: 1773545331678200
  Ad ID: 1773550545349630
  Ad ID: 1773552623826990
  Ad ID: 1773557858402350
  Ad ID: 1773571896634400
  Ad ID: 1773573902394390
  Ad ID: 1773580973279250
  Ad ID: 1773581493047320
  Ad ID: 1773604513761310
  Ad ID: 1773568729391130
  Ad ID: 1773587237886990
  Ad ID: 1773543843217410
  Ad ID: 1773581615582200
  Ad ID: 1773576933254140
  Ad ID: 1773553468806200
  Ad ID: 1773561061934080
Moderator: 9031531
  Ad ID: 1773480181559340
  Ad ID: 1773566758827000
  Ad ID: 1773577318263810
  Ad ID: 1773557274846210
  Ad ID: 1771727538921480
  Ad ID: 1772794449410090
  Ad ID: 1772948316640250
  Ad ID: 1773213523129370
  Ad ID: 1773290260935710
  Ad ID: 1773369126249470
  Ad ID: 1773406769587200
  Ad ID: 1773427196272640
  Ad ID: 1773460086967310
  Ad ID: 1773526850075640
  Ad ID: 1773529954701310
  Ad ID: 1773518619838510
  Ad ID: 1773545461950480
  Ad ID: 1773533683933250
  Ad ID: 1773576163791930
  Ad ID: 1773575009918000
  Ad ID: 1773603870992400
  Ad ID: 1773595036163110
  Ad ID: 1773542343778300
  Ad ID: 1773546940724220
  Ad ID: 1773583464293370
Moderator: 1755541489127442
  Ad ID: 1773486673459200
  Ad ID: 1767620747916320
  Ad ID: 1770471129006120
  Ad ID: 1772568947293290
  Ad ID: 1772411325021250
  Ad ID: 1773019591657470
  Ad ID: 1773206536636410
  Ad ID: 1773212243516410
  Ad ID: 1773221381221370
  Ad ID: 1773246556887040
  Ad ID: 1773277223126010
  Ad ID: 1773280448426030
  Ad ID: 1773329127623680
  Ad ID: 1773413137231870
  Ad ID: 1773439858646040
  Ad ID: 1773479328687210
  Ad ID: 1773503934509050
  Ad ID: 1773509858656250
  Ad ID: 1773522606517250
  Ad ID: 1773528354532350
  Ad ID: 1773530986179580
  Ad ID: 1773536706913280
  Ad ID: 1773547672096760
  Ad ID: 1773574876660840
  Ad ID: 1773549150809130
  Ad ID: 1773552957917180
  Ad ID: 1773563940354080
  Ad ID: 1773580273439760
  Ad ID: 1773581436002300
  Ad ID: 1773613865129980
  Ad ID: 1773195572456450
  Ad ID: 1773529077854210
  Ad ID: 1773590967254010
  Ad ID: 1773554066157560
  Ad ID: 1773525551633410
  Ad ID: 1773538739916800
  Ad ID: 1773542542639100
  Ad ID: 1773579446601730
  Ad ID: 1773584506176510
Moderator: 8051836
  Ad ID: 1773542141545520
  Ad ID: 1773582534750210
  Ad ID: 1747215448801280
  Ad ID: 1770460543592480
  Ad ID: 1771210808254460
  Ad ID: 1772265026026540
  Ad ID: 1773068138767360
  Ad ID: 1773109366330380
  Ad ID: 1773235452049400
  Ad ID: 1773289835707400
  Ad ID: 1773442667791360
  Ad ID: 1773459554468870
  Ad ID: 1773465969286140
  Ad ID: 1773485776537600
  Ad ID: 1773526540374010
  Ad ID: 1773440582054910
  Ad ID: 1773531565923320
  Ad ID: 1773554967069690
  Ad ID: 1773560454972440
  Ad ID: 1773561168932860
  Ad ID: 1773576840764460
  Ad ID: 1773577764274170
  Ad ID: 1773586293797890
  Ad ID: 1773609128521720
  Ad ID: 1773453681286140
  Ad ID: 1773543880170490
  Ad ID: 1773540910458880
  Ad ID: 1773544482881530
  Ad ID: 1773544226207740
  Ad ID: 1773534566719490
Moderator: 6552319
  Ad ID: 1766766741748780
  Ad ID: 1770783597742080
  Ad ID: 1773544940427260
  Ad ID: 1773567072356400
  Ad ID: 1773572194078750
  Ad ID: 1773555622395920
  Ad ID: 1773602206488570
  Ad ID: 1773234142245920
  Ad ID: 1773397280951310
  Ad ID: 1773402755428350
  Ad ID: 1773428468251650
  Ad ID: 1773549568179200
  Ad ID: 1773545472779260
  Ad ID: 1773557467392000
  Ad ID: 1773555547324460
  Ad ID: 1773569303792650
  Ad ID: 1773563060408370
  Ad ID: 1773576629032970
  Ad ID: 1773588241505310
  Ad ID: 1773565851784200
  Ad ID: 1773590685091840
  Ad ID: 1773600033934330
  Ad ID: 1773555992861710
  Ad ID: 1773586437829630
  Ad ID: 1773531866176510
  Ad ID: 1773543216377850
  Ad ID: 1773564984884220
  Ad ID: 1773478265760760
  Ad ID: 1773557911008250
Moderator: 1752092805324881
  Ad ID: 1773533728421930
  Ad ID: 1771298629658650
  Ad ID: 1772918786348040
  Ad ID: 1772292050588700
  Ad ID: 1772396993618940
  Ad ID: 1772968751721520
  Ad ID: 1773067471413280
  Ad ID: 1773193410946110
  Ad ID: 1773289835707400
  Ad ID: 1773312438508540
  Ad ID: 1773445258399740
  Ad ID: 1773469367172120
  Ad ID: 1773483036453890
  Ad ID: 1773520873140220
  Ad ID: 1773535469328460
  Ad ID: 1773538673326080
  Ad ID: 1773539455598590
  Ad ID: 1773545640738820
  Ad ID: 1773551723395070
  Ad ID: 1773554495769600
  Ad ID: 1773573479001080
  Ad ID: 1773529191611410
  Ad ID: 1773557694370840
  Ad ID: 1773561168932860
  Ad ID: 1773562110540800
  Ad ID: 1773495014187010
  Ad ID: 1773577304037380
  Ad ID: 1773580244171780
  Ad ID: 1773576457270350
  Ad ID: 1773570651487230
  Ad ID: 1773041148590130
  Ad ID: 1773591245321260
  Ad ID: 1773609481849850
  Ad ID: 1773563748236280
  Ad ID: 1773542962149370
  Ad ID: 1773554698044410
  Ad ID: 1773491184472060
  Ad ID: 1773569391992890
Moderator: 1708417566496770
  Ad ID: 1767036397794300
  Ad ID: 1773545825883160
  Ad ID: 1757722483956780
  Ad ID: 1760428518669310
  Ad ID: 1769315815418910
  Ad ID: 1770490949616640
  Ad ID: 1772915283307570
  Ad ID: 1771146695346190
  Ad ID: 1773084489680940
  Ad ID: 1773208182606850
  Ad ID: 1773215201432590
  Ad ID: 1773388514952190
  Ad ID: 1773409524074490
  Ad ID: 1773458164423680
  Ad ID: 1773490534432770
  Ad ID: 1773540860281880
  Ad ID: 1773508622164990
  Ad ID: 1773510471356410
  Ad ID: 1773521989275650
  Ad ID: 1773522726429740
  Ad ID: 1773532629119000
  Ad ID: 1773569487524880
  Ad ID: 1773520757360640
  Ad ID: 1773551304656930
  Ad ID: 1773554535443450
  Ad ID: 1773559198488570
  Ad ID: 1773561205002290
  Ad ID: 1773561188371500
  Ad ID: 1773559042803710
  Ad ID: 1773484800235520
  Ad ID: 1773559970749500
  Ad ID: 1773559459703840
  Ad ID: 1773571117690880
  Ad ID: 1773578390787120
  Ad ID: 1773580031668220
  Ad ID: 1773541546128380
  Ad ID: 1773609173022720
  Ad ID: 1773552496870400
  Ad ID: 1773603508936760
  Ad ID: 1773578629826560
  Ad ID: 1773468720175100
  Ad ID: 1773475067907070
  Ad ID: 1773599726472190
Moderator: 1734415103300609
  Ad ID: 1763582835715070
  Ad ID: 1765745209394210
  Ad ID: 1768600444766220
  Ad ID: 1767593151309850
  Ad ID: 1770983623377970
  Ad ID: 1771386773386290
  Ad ID: 1773025590923280
  Ad ID: 1773135456399400
  Ad ID: 1773218289009660
  Ad ID: 1773266687684650
  Ad ID: 1773316108122110
  Ad ID: 1773399909519360
  Ad ID: 1773420547113980
  Ad ID: 1773439183625210
  Ad ID: 1773460092678140
  Ad ID: 1773482778078200
  Ad ID: 1773484771493880
  Ad ID: 1773519429971970
  Ad ID: 1773525120486400
  Ad ID: 1773531794356270
  Ad ID: 1773536229394430
  Ad ID: 1773522284887070
  Ad ID: 1773540815111200
  Ad ID: 1773183661844480
  Ad ID: 1773545516337150
  Ad ID: 1773543727759360
  Ad ID: 1773561028320290
  Ad ID: 1773568375267330
  Ad ID: 1773573619653630
  Ad ID: 1773587667636250
  Ad ID: 1773588595525630
  Ad ID: 1773616481865730
  Ad ID: 1773582001395770
  Ad ID: 1773541597403130
  Ad ID: 1773574777442340
Moderator: 7207797
  Ad ID: 1773534068920350
  Ad ID: 1772278219695120
  Ad ID: 1772477808879610
  Ad ID: 1773174507413500
  Ad ID: 1773265038678040
  Ad ID: 1773294778902560
  Ad ID: 1773350771448830
  Ad ID: 1773427459591160
  Ad ID: 1773467691760640
  Ad ID: 1773472789197830
  Ad ID: 1773498360813560
  Ad ID: 1773504463652860
  Ad ID: 1773532863065130
  Ad ID: 1773539506597890
  Ad ID: 1773547746405370
  Ad ID: 1773549727992880
  Ad ID: 1773553281356800
  Ad ID: 1773555363138570
  Ad ID: 1773561988686880
  Ad ID: 1773564011076700
  Ad ID: 1773564104996910
  Ad ID: 1773565799719930
  Ad ID: 1773574072900600
  Ad ID: 1773575604511740
  Ad ID: 1773575286777850
  Ad ID: 1773591788911610
  Ad ID: 1773586893067270
  Ad ID: 1773608637064190
  Ad ID: 1773613229109240
  Ad ID: 1773602926621700
  Ad ID: 1773548619011070
  Ad ID: 1773570716197880
  Ad ID: 1773575651047420
Moderator: 1737385910931458
  Ad ID: 1773517843577900
  Ad ID: 1768092028277760
  Ad ID: 1770867842066450
  Ad ID: 1772365489837100
  Ad ID: 1772385216255000
  Ad ID: 1772959831487480
  Ad ID: 1773291137428520
  Ad ID: 1773325667361790
  Ad ID: 1773356642141180
  Ad ID: 1773457397712890
  Ad ID: 1773470948320250
  Ad ID: 1773510881507330
  Ad ID: 1773529523468290
  Ad ID: 1773535194621950
  Ad ID: 1773535933165570
  Ad ID: 1773568488444960
  Ad ID: 1773546212403200
  Ad ID: 1773553403486240
  Ad ID: 1773554120528940
  Ad ID: 1773559619469330
  Ad ID: 1773563970810880
  Ad ID: 1773559407442960
  Ad ID: 1773539518644270
  Ad ID: 1773575242909740
  Ad ID: 1773597980327950
  Ad ID: 1773555315191810
  Ad ID: 1773571217513470
  Ad ID: 1773592150151160
  Ad ID: 1773594860390400
  Ad ID: 1773535155422200
  Ad ID: 1773567859038210
  Ad ID: 1773577580315650
Moderator: 6637200
  Ad ID: 1773478369197090
  Ad ID: 1768390483901480
  Ad ID: 1769013007545340
  Ad ID: 1769203016668200
  Ad ID: 1771040061755420
  Ad ID: 1772498983019520
  Ad ID: 1773181339184160
  Ad ID: 1773370818085880
  Ad ID: 1773443753113600
  Ad ID: 1773489035072510
  Ad ID: 1773512409452560
  Ad ID: 1773513208888350
  Ad ID: 1773530796416030
  Ad ID: 1773543836271660
  Ad ID: 1773516694768640
  Ad ID: 1773542371335160
  Ad ID: 1773562511487000
  Ad ID: 1773570415054840
  Ad ID: 1773576537355260
  Ad ID: 1773580823314430
  Ad ID: 1773586394779650
  Ad ID: 1773599657396220
  Ad ID: 1773607869036540
  Ad ID: 1773544813548540
  Ad ID: 1773576095232000
  Ad ID: 1773565506450430
  Ad ID: 1773586915871750
Moderator: 1769753719517185
  Ad ID: 1772047094262780
  Ad ID: 1773536563987450
  Ad ID: 1758841989024770
  Ad ID: 1773568788212740
  Ad ID: 1773284889790490
  Ad ID: 1773016136568880
  Ad ID: 1773028281453560
  Ad ID: 1773079408568320
  Ad ID: 1773378502762490
  Ad ID: 1773380534041600
  Ad ID: 1773409679850490
  Ad ID: 1773469191446520
  Ad ID: 1773508695513100
  Ad ID: 1773507775837180
  Ad ID: 1773522118546430
  Ad ID: 1773529169501230
  Ad ID: 1773531100687360
  Ad ID: 1773532594647040
  Ad ID: 1773547296590840
  Ad ID: 1773550009149480
  Ad ID: 1773559866889230
  Ad ID: 1773562592713790
  Ad ID: 1773566347676710
  Ad ID: 1773572353807360
  Ad ID: 1773583154851840
  Ad ID: 1773569121066040
  Ad ID: 1773605685317630
  Ad ID: 1773491927800830
  Ad ID: 1773603280397340
  Ad ID: 1773476170869760
  Ad ID: 1773592915950590
Moderator: 1714701418056706
  Ad ID: 1768779451748400
  Ad ID: 1770475311083520
  Ad ID: 1771052536087560
  Ad ID: 1771112752071680
  Ad ID: 1771833904458760
  Ad ID: 1772836722156560
  Ad ID: 1773196421922850
  Ad ID: 1773184701207550
  Ad ID: 1773246822246400
  Ad ID: 1773289835707400
  Ad ID: 1773291308419120
  Ad ID: 1773292947630080
  Ad ID: 1773297143384060
  Ad ID: 1773368961056770
  Ad ID: 1773393907506170
  Ad ID: 1773414550034430
  Ad ID: 1773429843600380
  Ad ID: 1773433443524600
  Ad ID: 1773494864363520
  Ad ID: 1773497165680670
  Ad ID: 1773513553144830
  Ad ID: 1773444468118590
  Ad ID: 1773530449924130
  Ad ID: 1773545674677250
  Ad ID: 1773556300780590
  Ad ID: 1773561545747470
  Ad ID: 1773565237326890
  Ad ID: 1773570549507100
  Ad ID: 1773602524248060
  Ad ID: 1773605880694800
  Ad ID: 1773613524634620
  Ad ID: 1773600509401120
  Ad ID: 1773590914468860
  Ad ID: 1773521777949690
  Ad ID: 1773558702784510
  Ad ID: 1773570402654200
  Ad ID: 1773531141978110
Moderator: 1695601116227585
  Ad ID: 1772951249118200
  Ad ID: 1773471404148760
  Ad ID: 1773556265050160
  Ad ID: 1773557835966510
  Ad ID: 1773592195418130
  Ad ID: 1766935200354300
  Ad ID: 1766926464372750
  Ad ID: 1772662836322330
  Ad ID: 1773113493488750
  Ad ID: 1773253722998780
  Ad ID: 1773322477384700
  Ad ID: 1773475623211000
  Ad ID: 1773529954701310
  Ad ID: 1773534874560540
  Ad ID: 1773551144206350
  Ad ID: 1773542908333050
  Ad ID: 1773556055747610
  Ad ID: 1773566548870170
  Ad ID: 1773588134864920
  Ad ID: 1773590788114430
  Ad ID: 1773607877355530
  Ad ID: 1773612755023920
  Ad ID: 1773581507574780
  Ad ID: 1773600552795140
  Ad ID: 1773583771464700
  Ad ID: 1773514990414840
  Ad ID: 1773584566599680
Moderator: 1741913057608722
  Ad ID: 1773485117485050
  Ad ID: 1773515962685480
  Ad ID: 1773039530358780
  Ad ID: 1773108833997820
  Ad ID: 1773090098670590
  Ad ID: 1773169574005760
  Ad ID: 1773178935052280
  Ad ID: 1773186813034500
  Ad ID: 1773259904877560
  Ad ID: 1773324782734340
  Ad ID: 1773372050171900
  Ad ID: 1773482279770140
  Ad ID: 1773386573394960
  Ad ID: 1773537375312920
  Ad ID: 1773539581134850
  Ad ID: 1773545261372410
  Ad ID: 1773547823885310
  Ad ID: 1773535167761450
  Ad ID: 1773564498176030
  Ad ID: 1773564423197740
  Ad ID: 1773564948515840
  Ad ID: 1773585222899760
  Ad ID: 1773537268463640
  Ad ID: 1773589842355210
  Ad ID: 1773588074782720
  Ad ID: 1773610220763170
  Ad ID: 1773549640572930
  Ad ID: 1773541475258360
  Ad ID: 1773548098914300
  Ad ID: 1773492275804160
Moderator: 8320536
  Ad ID: 1773556349174790
  Ad ID: 1770655942533160
  Ad ID: 1772017973705760
  Ad ID: 1772667506652160
  Ad ID: 1773149557878850
  Ad ID: 1773290353646620
  Ad ID: 1773376622773250
  Ad ID: 1773377814796300
  Ad ID: 1773414951994370
  Ad ID: 1773496269579270
  Ad ID: 1773497040975890
  Ad ID: 1773498609114130
  Ad ID: 1773503521970180
  Ad ID: 1773522071670780
  Ad ID: 1773534366375930
  Ad ID: 1773538008818690
  Ad ID: 1773540416535580
  Ad ID: 1773538024456190
  Ad ID: 1773563541002240
  Ad ID: 1773564011076700
  Ad ID: 1773572637799420
  Ad ID: 1773578174916640
  Ad ID: 1773333685107760
  Ad ID: 1773522698864640
  Ad ID: 1773538629116930
  Ad ID: 1773547453264890
  Ad ID: 1773451182158840
  Ad ID: 1773555495156730
  Ad ID: 1773563388520440
Moderator: 1739401440195586
  Ad ID: 1773498488515580
  Ad ID: 1773474806348820
  Ad ID: 1773534956668970
  Ad ID: 1766322455481340
  Ad ID: 1770759830977550
  Ad ID: 1773114036753400
  Ad ID: 1773223521446910
  Ad ID: 1773260422639620
  Ad ID: 1773333899873290
  Ad ID: 1773380756440070
  Ad ID: 1773447376658430
  Ad ID: 1773476365222910
  Ad ID: 1773476270155770
  Ad ID: 1773476564882430
  Ad ID: 1773496199630840
  Ad ID: 1773454606894080
  Ad ID: 1773535632262140
  Ad ID: 1773539443147820
  Ad ID: 1773547431483390
  Ad ID: 1773535321838640
  Ad ID: 1773473451268090
  Ad ID: 1773560535342080
  Ad ID: 1773543266940960
  Ad ID: 1773564113994820
  Ad ID: 1773580229363770
  Ad ID: 1773585485036540
  Ad ID: 1773589494304770
  Ad ID: 1773602957912090
  Ad ID: 1773469904256000
  Ad ID: 1773554406842370
  Ad ID: 1773613376651260
Moderator: 6307635
  Ad ID: 1773482278426620
  Ad ID: 1773521974319100
  Ad ID: 1773538528214050
  Ad ID: 1773550864470010
  Ad ID: 1760335897416700
  Ad ID: 1762464101394460
  Ad ID: 1770133913980930
  Ad ID: 1767594840576010
  Ad ID: 1771816415345690
  Ad ID: 1772036999892990
  Ad ID: 1773157356780560
  Ad ID: 1773375332981760
  Ad ID: 1773399064061980
  Ad ID: 1773418553158650
  Ad ID: 1773422265297920
  Ad ID: 1773432255914000
  Ad ID: 1773445550156800
  Ad ID: 1773462557241340
  Ad ID: 1773464789952510
  Ad ID: 1773503329525760
  Ad ID: 1773529367255040
  Ad ID: 1773534467136510
  Ad ID: 1773539405833250
  Ad ID: 1773539042205710
  Ad ID: 1773553717635070
  Ad ID: 1773555815770130
  Ad ID: 1773570549507100
  Ad ID: 1773574708168720
  Ad ID: 1773580632040440
  Ad ID: 1773585077800980
  Ad ID: 1773606461668350
  Ad ID: 1773527490248700
  Ad ID: 1773602405507070
  Ad ID: 1773596107688030
  Ad ID: 1773569115408400
  Ad ID: 1773521397031930
  Ad ID: 1773534736224260
  Ad ID: 1773525767192620
  Ad ID: 1773541300694010
  Ad ID: 1773596797162500
  Ad ID: 1773425295420410
  Ad ID: 1773590129038330
Moderator: 1958955
  Ad ID: 1773505185212450
  Ad ID: 1773572194078750
  Ad ID: 1773572194078750
  Ad ID: 1770014805101580
  Ad ID: 1771126557270010
  Ad ID: 1771228828355610
  Ad ID: 1771752475492430
  Ad ID: 1771777516241930
  Ad ID: 1772992222297080
  Ad ID: 1773109218263040
  Ad ID: 1773199582558210
  Ad ID: 1773365245592570
  Ad ID: 1773479333063680
  Ad ID: 1773527549956090
  Ad ID: 1773534678052860
  Ad ID: 1773538336088060
  Ad ID: 1773544357524510
  Ad ID: 1773573479001080
  Ad ID: 1773569152896040
  Ad ID: 1773571594215420
  Ad ID: 1773592299593740
  Ad ID: 1773590599065600
  Ad ID: 1773602976514040
  Ad ID: 1773595985110010
  Ad ID: 1773500919911420
  Ad ID: 1773616134211580
  Ad ID: 1773553192894460
  Ad ID: 1773579617911810
  Ad ID: 1773570088690690
Moderator: 1739404231546882
  Ad ID: 1773515749136380
  Ad ID: 1773555815883790
  Ad ID: 1773564588469290
  Ad ID: 1768309048347660
  Ad ID: 1771652729357360
  Ad ID: 1772044918348830
  Ad ID: 1773193410946110
  Ad ID: 1773228780094460
  Ad ID: 1773272195682300
  Ad ID: 1773431464732670
  Ad ID: 1773454834425850
  Ad ID: 1773467474579450
  Ad ID: 1773467890228220
  Ad ID: 1773478057549830
  Ad ID: 1773497214954490
  Ad ID: 1773506582204420
  Ad ID: 1773537697961020
  Ad ID: 1773539465499690
  Ad ID: 1773551649348650
  Ad ID: 1773549803325470
  Ad ID: 1773549010329600
  Ad ID: 1773558540643320
  Ad ID: 1773559731217440
  Ad ID: 1773576054412290
  Ad ID: 1773547999287290
  Ad ID: 1773560479544320
Moderator: 6082237
  Ad ID: 1768567471027240
  Ad ID: 1773548705568770
  Ad ID: 1773001153718300
  Ad ID: 1773196364362800
  Ad ID: 1773277536286720
  Ad ID: 1773432666788870
  Ad ID: 1773432175538170
  Ad ID: 1773469902540850
  Ad ID: 1773487554023420
  Ad ID: 1773488697731090
  Ad ID: 1773498908547070
  Ad ID: 1773528630874110
  Ad ID: 1773530870145040
  Ad ID: 1773546761475170
  Ad ID: 1773550782004220
  Ad ID: 1773559079562240
  Ad ID: 1773616283076610
  Ad ID: 1773572873607170
  Ad ID: 1773559281304570
  Ad ID: 1773548932811770
  Ad ID: 1773563037819910
  Ad ID: 1773573714627580
  Ad ID: 1773578905623550
  Ad ID: 1773573579267070
  Ad ID: 1773569838816250
  Ad ID: 1773531295322110
Moderator: 1727932125144066
  Ad ID: 1769433242777640
  Ad ID: 1770137213733900
  Ad ID: 1773553650153500
  Ad ID: 1771833994764320
  Ad ID: 1773183776093180
  Ad ID: 1773226096681980
  Ad ID: 1773381036982270
  Ad ID: 1773409581537280
  Ad ID: 1773416900604930
  Ad ID: 1773482907319290
  Ad ID: 1773179298542590
  Ad ID: 1773515588652030
  Ad ID: 1773478900801530
  Ad ID: 1773559176567890
  Ad ID: 1773560920479740
  Ad ID: 1773570181537790
  Ad ID: 1773580766633990
  Ad ID: 1773566439781420
  Ad ID: 1773541072061470
  Ad ID: 1773590247708670
  Ad ID: 1773588818870270
  Ad ID: 1773503128621050
  Ad ID: 1773554475128830
Moderator: 1755541489127426
  Ad ID: 1773553391760400
  Ad ID: 1763042976413730
  Ad ID: 1770367562105850
  Ad ID: 1772483809339440
  Ad ID: 1772037677993000
  Ad ID: 1773070046090240
  Ad ID: 1773197065364480
  Ad ID: 1773224558269440
  Ad ID: 1773290172760090
  Ad ID: 1773298590000130
  Ad ID: 1773309922300940
  Ad ID: 1773335056591870
  Ad ID: 1773491885712380
  Ad ID: 1773474468022320
  Ad ID: 1773519032462340
  Ad ID: 1773521565237250
  Ad ID: 1773445674249210
  Ad ID: 1773535302733820
  Ad ID: 1773534807477280
  Ad ID: 1773550608937980
  Ad ID: 1773566216010750
  Ad ID: 1773579864177660
  Ad ID: 1773572999087100
  Ad ID: 1773587389639710
  Ad ID: 1773589357850700
  Ad ID: 1773608217117700
  Ad ID: 1773536264055810
  Ad ID: 1773532076256260
  Ad ID: 1773492993035260
  Ad ID: 1773560930857980
  Ad ID: 1773592938826830
  Ad ID: 1773545089755200
  Ad ID: 1773585844815870
  Ad ID: 1773594421407740
Moderator: 1707039421947906
  Ad ID: 1773480285014050
  Ad ID: 1773572194078750
  Ad ID: 1769364995976190
  Ad ID: 1772947781398590
  Ad ID: 1773142386861050
  Ad ID: 1773207852741640
  Ad ID: 1773313215262770
  Ad ID: 1773402441830400
  Ad ID: 1773503934509050
  Ad ID: 1773539112477700
  Ad ID: 1773539590412320
  Ad ID: 1773536474476560
  Ad ID: 1773543798137850
  Ad ID: 1773543291924480
  Ad ID: 1773549154556960
  Ad ID: 1773549578339360
  Ad ID: 1773544228283390
  Ad ID: 1773560493896750
  Ad ID: 1773580069005310
  Ad ID: 1773599847205890
  Ad ID: 1773569326029840
  Ad ID: 1773562099674110
  Ad ID: 1773550291749880
  Ad ID: 1773573914971130
  Ad ID: 1773539900144640
  Ad ID: 1773526402297860
  Ad ID: 1773605389142010
  Ad ID: 1773590615228410
  Ad ID: 1773527140890630
Moderator: 1672502130826246
  Ad ID: 1773585598335010
  Ad ID: 1762305968288810
  Ad ID: 1761528427668490
  Ad ID: 1766268706755600
  Ad ID: 1772318695395360
  Ad ID: 1772944386251820
  Ad ID: 1772983788388350
  Ad ID: 1773044058120190
  Ad ID: 1773110094282800
  Ad ID: 1773370970935290
  Ad ID: 1773379970486270
  Ad ID: 1773383312563200
  Ad ID: 1773389821545470
  Ad ID: 1773427926322170
  Ad ID: 1773474447281150
  Ad ID: 1773525017198590
  Ad ID: 1773521314444330
  Ad ID: 1773522168201260
  Ad ID: 1773548767670270
  Ad ID: 1773555593172990
  Ad ID: 1773554983436320
  Ad ID: 1773561026536490
  Ad ID: 1773562267151370
  Ad ID: 1773533683933250
  Ad ID: 1773576562406400
  Ad ID: 1773580001031180
  Ad ID: 1773552561166330
  Ad ID: 1773613747353610
  Ad ID: 1773546880021500
  Ad ID: 1773610566285310
Moderator: 8959882
  Ad ID: 1767187070787580
  Ad ID: 1773536866304010
  Ad ID: 1752097687092270
  Ad ID: 1772018686403630
  Ad ID: 1772639646885900
  Ad ID: 1773180217544730
  Ad ID: 1773252142490620
  Ad ID: 1773267227672570
